Customer_ID,Customer_Name,Gender,Age,Age_Group,Geography_ID,Acquisition_Channel_ID,Customer_Segment,Registration_Date,Is_Active
2819,Vivek Naidu,Male,45,36-45,27,2,Standard,2025-12-28,True
2820,Aishwarya Mehta,Female,50,46-55,22,3,Premium,2025-07-26,True
2821,Neha Joshi,Female,22,18-25,10,5,Standard,2025-09-06,True
2822,Arjun Iyer,Male,31,26-35,19,6,Standard,2025-10-22,True
2823,Nandini Das,Female,22,18-25,9,5,Inactive,2025-09-17,False
2824,Ananya Das,Female,65,56-65,20,3,Standard,2025-05-25,True
2825,Rahul Pillai,Male,44,36-45,25,4,Standard,2025-04-24,True
2826,Lakshmi Singh,Female,24,18-25,5,1,Standard,2025-12-27,True
2827,Manish Pillai,Male,24,18-25,11,5,Premium,2025-04-27,True
2828,Ananya Sharma,Female,62,56-65,3,2,Standard,2025-12-24,True
2829,Rahul Naidu,Male,30,26-35,27,5,Inactive,2025-12-27,False
2830,Shreya Nair,Female,29,26-35,27,6,Standard,2025-08-25,True
2831,Priya Pillai,Female,50,46-55,25,5,Premium,2025-03-07,True
2832,Varun Iyer,Male,59,56-65,18,6,Standard,2025-10-07,True
2833,Priya Singh,Female,51,46-55,2,4,VIP,2025-04-13,True
2834,Ishita Gupta,Female,41,36-45,13,3,VIP,2025-11-03,True
2835,Neha Sharma,Female,61,56-65,11,5,Standard,2025-05-18,True
2836,Aishwarya Naidu,Female,61,56-65,18,2,Inactive,2025-11-14,False
2837,Sneha Patel,Female,43,36-45,26,1,Standard,2025-10-21,True
2838,Karan Reddy,Male,42,36-45,13,2,Standard,2025-07-02,True
2839,Swati Verma,Female,61,56-65,17,4,Inactive,2025-06-19,False
2840,Meera Naidu,Female,51,46-55,13,3,Premium,2025-09-10,True
2841,Priya Kumar,Female,34,26-35,16,4,Standard,2025-07-17,True
2842,Pooja Iyer,Female,44,36-45,26,5,Standard,2025-01-30,True
2843,Priya Singh,Female,42,36-45,12,3,Standard,2025-05-12,True
2844,Kavya Reddy,Female,50,46-55,19,5,Standard,2025-03-15,True
2845,Rohan Iyer,Male,44,36-45,30,5,Inactive,2025-01-09,False
2846,Vivek Rao,Male,48,46-55,28,1,Standard,2025-05-06,True
2847,Aishwarya Sharma,Female,57,56-65,10,3,Standard,2025-11-26,True
2848,Ananya Kumar,Female,20,18-25,26,6,Standard,2025-11-10,True
2849,Aarav Das,Male,35,26-35,24,1,Standard,2025-01-07,True
2850,Meera Reddy,Female,56,56-65,16,5,Premium,2025-10-22,True
2851,Sneha Pillai,Female,35,26-35,11,2,Standard,2025-07-05,True
2852,Ishita Nair,Female,51,46-55,1,3,Standard,2025-04-15,True
2853,Riya Mehta,Female,42,36-45,25,6,VIP,2025-01-08,True
2854,Shreya Gupta,Female,58,56-65,8,5,Standard,2025-06-22,True
2855,Rahul Gupta,Male,45,36-45,1,2,Standard,2025-03-17,True
2856,Harsh Patel,Male,23,18-25,12,5,Premium,2025-06-20,True
2857,Ishita Pillai,Female,19,18-25,15,2,Standard,2025-04-27,True
2858,Siddharth Joshi,Male,46,46-55,22,4,Standard,2025-08-24,True
2859,Ishita Rao,Female,25,18-25,22,3,Premium,2025-05-17,True
2860,Rohan Sharma,Male,50,46-55,17,6,Standard,2025-11-25,True
2861,Swati Iyer,Female,35,26-35,4,5,Standard,2025-04-23,True
2862,Anil Singh,Male,19,18-25,24,6,Standard,2025-11-15,True
2863,Sneha Verma,Female,44,36-45,27,4,Standard,2025-02-20,True
2864,Aishwarya Joshi,Female,18,18-25,13,4,Standard,2025-12-03,True
2865,Aditya Reddy,Male,51,46-55,30,1,Standard,2025-05-31,True
2866,Anil Singh,Male,41,36-45,27,3,Standard,2025-10-08,True
2867,Anil Singh,Male,27,26-35,8,2,Standard,2025-12-01,True
2868,Priya Verma,Female,57,56-65,17,5,Standard,2025-03-29,True
2869,Varun Gupta,Male,54,46-55,2,1,Premium,2025-08-08,True
2870,Nandini Nair,Female,63,56-65,18,6,Standard,2025-10-10,True
2871,Riya Verma,Female,46,46-55,19,3,Standard,2025-08-16,True
2872,Shreya Rao,Female,38,36-45,7,5,VIP,2025-10-06,True
2873,Vivek Verma,Male,65,56-65,7,4,Standard,2025-02-03,True
2874,Shreya Das,Female,21,18-25,18,5,Standard,2025-11-08,True
2875,Sneha Singh,Female,53,46-55,7,5,Standard,2025-07-30,True
2876,Akash Sharma,Male,27,26-35,1,6,Standard,2025-05-02,True
2877,Meera Reddy,Female,29,26-35,4,6,Standard,2025-11-20,True
2878,Swati Reddy,Female,53,46-55,29,5,Premium,2025-11-28,True
2879,Nandini Gupta,Female,24,18-25,17,2,Standard,2025-09-08,True
2880,Anil Singh,Male,42,36-45,23,5,Standard,2025-08-21,True
2881,Rohan Verma,Male,27,26-35,19,5,Standard,2025-04-29,True
2882,Vikram Naidu,Male,63,56-65,17,6,Inactive,2025-08-12,False
2883,Ishita Naidu,Female,47,46-55,30,1,Standard,2025-08-04,True
2884,Pooja Verma,Female,50,46-55,20,4,Premium,2025-04-26,True
2885,Aditya Rao,Male,62,56-65,15,1,Standard,2025-02-21,True
2886,Vivek Mehta,Male,60,56-65,29,2,Standard,2025-11-20,True
2887,Manish Pillai,Male,38,36-45,15,6,Inactive,2025-07-03,False
2888,Manish Reddy,Male,51,46-55,16,5,Premium,2025-04-24,True
2889,Swati Pillai,Female,35,26-35,9,1,VIP,2025-10-03,True
2890,Arjun Reddy,Male,37,36-45,3,3,VIP,2025-11-30,True
2891,Harsh Kumar,Male,32,26-35,21,3,Standard,2025-10-02,True
2892,Priya Rao,Female,58,56-65,25,4,Premium,2025-11-05,True
2893,Nikhil Sharma,Male,55,46-55,21,4,Standard,2025-08-17,True
2894,Vivek Naidu,Male,27,26-35,8,6,Inactive,2025-11-18,False
2895,Pooja Singh,Female,50,46-55,10,3,Standard,2025-05-31,True
2896,Anil Mehta,Male,32,26-35,27,4,Standard,2025-06-02,True
2897,Arjun Singh,Male,31,26-35,5,5,Standard,2025-09-13,True
2898,Vivek Reddy,Male,40,36-45,19,4,Premium,2025-03-24,True
2899,Manish Verma,Male,32,26-35,4,5,Standard,2025-04-17,True
2900,Rahul Das,Male,23,18-25,11,5,Premium,2025-06-05,True
2901,Vivek Patel,Male,32,26-35,6,3,Premium,2025-07-10,True
2902,Akash Rao,Male,58,56-65,24,3,Standard,2025-07-19,True
2903,Varun Naidu,Male,31,26-35,10,3,Premium,2025-12-30,True
2904,Neha Kumar,Female,64,56-65,4,3,Standard,2025-10-06,True
2905,Meera Reddy,Female,58,56-65,16,3,Premium,2025-11-09,True
2906,Karan Reddy,Male,46,46-55,1,3,Standard,2025-03-26,True
2907,Akash Gupta,Male,24,18-25,13,5,Standard,2025-05-27,True
2908,Rohan Mehta,Male,37,36-45,27,3,Standard,2025-01-30,True
2909,Nandini Iyer,Female,31,26-35,23,4,Standard,2025-03-07,True
2910,Akash Singh,Male,36,36-45,22,6,Inactive,2025-04-14,False
2911,Harsh Kumar,Male,45,36-45,28,6,Premium,2025-01-16,True
2912,Swati Pillai,Female,29,26-35,4,5,Standard,2025-08-20,True
2913,Priya Das,Female,65,56-65,13,4,VIP,2025-01-01,True
2914,Aditya Joshi,Male,43,36-45,30,2,Premium,2025-01-17,True
2915,Harsh Pillai,Male,26,26-35,5,6,Standard,2025-11-11,True
2916,Arjun Naidu,Male,31,26-35,24,4,Inactive,2025-10-11,False
2917,Anil Singh,Male,49,46-55,12,5,Standard,2025-08-20,True
2918,Aditya Kumar,Male,58,56-65,10,3,Standard,2025-05-31,True
2919,Siddharth Kumar,Male,31,26-35,8,3,Standard,2025-07-22,True
2920,Neha Naidu,Female,37,36-45,5,4,Standard,2025-07-16,True
2921,Varun Mehta,Male,26,26-35,13,2,Standard,2025-07-02,True
2922,Lakshmi Das,Female,58,56-65,11,3,Standard,2025-04-04,True
2923,Meera Verma,Female,42,36-45,28,3,Standard,2025-01-24,True
2924,Rohan Naidu,Male,53,46-55,11,1,Inactive,2025-06-21,False
2925,Priya Joshi,Female,64,56-65,7,3,Premium,2025-05-11,True
2926,Shreya Kumar,Female,29,26-35,18,5,Standard,2025-08-29,True
2927,Rohan Reddy,Male,34,26-35,30,3,Premium,2025-12-23,True
2928,Aditya Gupta,Male,48,46-55,10,5,Standard,2025-02-17,True
2929,Vikram Joshi,Male,55,46-55,15,5,Standard,2025-06-12,True
2930,Arjun Kumar,Male,62,56-65,1,3,Standard,2025-05-05,True
2931,Shreya Gupta,Female,45,36-45,14,1,Standard,2025-09-28,True
2932,Divya Sharma,Female,21,18-25,4,6,Standard,2025-05-05,True
2933,Vikram Patel,Male,55,46-55,3,3,Standard,2025-04-28,True
2934,Shreya Iyer,Female,44,36-45,6,6,Premium,2025-09-06,True
2935,Akash Verma,Male,24,18-25,2,5,Standard,2025-06-13,True
2936,Kavya Kumar,Female,39,36-45,25,4,Standard,2025-10-08,True
2937,Rahul Pillai,Male,45,36-45,27,5,Standard,2025-02-06,True
2938,Kavya Kumar,Female,63,56-65,24,2,Standard,2025-04-05,True
2939,Aarav Kumar,Male,50,46-55,14,3,Inactive,2025-12-20,False
2940,Lakshmi Joshi,Female,19,18-25,22,3,Inactive,2025-03-12,False
2941,Vikram Joshi,Male,24,18-25,4,3,Standard,2025-07-29,True
2942,Ananya Reddy,Female,38,36-45,3,3,Standard,2025-03-14,True
2943,Arjun Pillai,Male,43,36-45,14,2,Premium,2025-03-14,True
2944,Rahul Pillai,Male,26,26-35,9,1,Standard,2025-10-28,True
2945,Rahul Gupta,Male,29,26-35,2,3,Standard,2025-02-18,True
2946,Vivek Reddy,Male,25,18-25,25,2,Standard,2025-04-25,True
2947,Rohan Patel,Male,59,56-65,6,3,Standard,2025-03-01,True
2948,Rahul Patel,Male,64,56-65,20,3,Premium,2025-12-14,True
2949,Pooja Kumar,Female,31,26-35,10,2,Standard,2025-06-02,True
2950,Neha Mehta,Female,18,18-25,6,3,Standard,2025-04-09,True
2951,Sneha Joshi,Female,21,18-25,24,5,Inactive,2025-05-07,False
2952,Riya Verma,Female,58,56-65,22,4,Premium,2025-05-05,True
2953,Meera Das,Female,53,46-55,21,6,Standard,2025-04-29,True
2954,Neha Pillai,Female,23,18-25,11,6,Standard,2025-07-26,True
2955,Nandini Rao,Female,54,46-55,28,1,Premium,2025-07-19,True
2956,Aditya Mehta,Male,33,26-35,28,6,Standard,2025-08-02,True
2957,Kavya Reddy,Female,35,26-35,16,3,Standard,2025-10-25,True
2958,Sneha Nair,Female,46,46-55,25,3,Inactive,2025-07-21,False
2959,Swati Rao,Female,60,56-65,8,3,Standard,2025-12-19,True
2960,Sneha Mehta,Female,58,56-65,29,5,Standard,2025-05-08,True
2961,Vikram Patel,Male,63,56-65,25,4,Standard,2025-06-02,True
2962,Aditya Verma,Male,23,18-25,6,6,Standard,2025-08-03,True
2963,Nikhil Gupta,Male,53,46-55,30,2,Standard,2025-12-04,True
2964,Neha Iyer,Female,39,36-45,17,6,Standard,2025-01-14,True
2965,Riya Reddy,Female,43,36-45,24,5,Standard,2025-10-30,True
2966,Siddharth Das,Male,52,46-55,26,6,Standard,2025-04-25,True
2967,Arjun Singh,Male,50,46-55,21,2,Standard,2025-05-06,True
2968,Varun Mehta,Male,31,26-35,16,2,Standard,2025-03-27,True
2969,Arjun Nair,Male,52,46-55,20,4,VIP,2025-12-31,True
2970,Akash Naidu,Male,26,26-35,13,6,Standard,2025-03-09,True
2971,Vikram Singh,Male,30,26-35,19,3,Standard,2025-04-05,True
2972,Meera Nair,Female,27,26-35,24,5,Inactive,2025-11-21,False
2973,Karan Pillai,Male,62,56-65,10,3,Standard,2025-04-08,True
2974,Varun Kumar,Male,65,56-65,30,5,Standard,2025-06-03,True
2975,Rohan Singh,Male,54,46-55,9,5,Standard,2025-12-08,True
2976,Rahul Gupta,Male,44,36-45,23,4,Standard,2025-02-15,True
2977,Shreya Gupta,Female,19,18-25,14,6,Standard,2025-06-18,True
2978,Siddharth Reddy,Male,20,18-25,4,4,Standard,2025-10-20,True
2979,Arjun Singh,Male,63,56-65,8,5,Premium,2025-01-18,True
2980,Rohan Patel,Male,32,26-35,9,3,Premium,2025-08-03,True
2981,Meera Mehta,Female,31,26-35,22,3,Standard,2025-01-24,True
2982,Priya Joshi,Female,21,18-25,3,4,Standard,2025-02-07,True
2983,Lakshmi Iyer,Female,23,18-25,4,4,Standard,2025-12-02,True
2984,Harsh Sharma,Male,21,18-25,28,3,Premium,2025-01-20,True
2985,Akash Iyer,Male,44,36-45,28,4,Inactive,2025-07-26,False
2986,Nikhil Reddy,Male,57,56-65,20,1,Standard,2025-04-13,True
2987,Divya Naidu,Female,65,56-65,30,3,Standard,2025-03-21,True
2988,Rohan Rao,Male,30,26-35,3,4,Standard,2025-12-10,True
2989,Varun Pillai,Male,55,46-55,4,2,Inactive,2025-07-15,False
2990,Arjun Rao,Male,48,46-55,4,6,Premium,2025-03-01,True
2991,Anil Kumar,Male,63,56-65,4,5,Premium,2025-01-09,True
2992,Vikram Naidu,Male,47,46-55,22,1,Premium,2025-10-12,True
2993,Vikram Reddy,Male,25,18-25,5,5,Standard,2025-06-12,True
2994,Anil Verma,Male,62,56-65,3,5,Standard,2025-09-19,True
2995,Shreya Singh,Female,36,36-45,28,4,Standard,2025-10-11,True
2996,Aarav Naidu,Male,58,56-65,16,3,Standard,2025-07-14,True
2997,Harsh Das,Male,36,36-45,6,2,Standard,2025-05-26,True
2998,Arjun Joshi,Male,33,26-35,3,3,Standard,2025-11-02,True
2999,Meera Kumar,Female,42,36-45,3,4,Premium,2025-06-22,True
3000,Aditya Kumar,Male,59,56-65,16,6,Standard,2025-03-13,True
3001,Kavya Verma,Female,64,56-65,26,1,Inactive,2025-08-27,False
3002,Divya Iyer,Female,40,36-45,14,4,Standard,2025-11-03,True
3003,Aarav Sharma,Male,41,36-45,4,5,Inactive,2025-12-25,False
3004,Neha Verma,Female,40,36-45,22,4,Standard,2025-09-16,True
3005,Lakshmi Kumar,Female,29,26-35,15,6,Standard,2025-07-19,True
3006,Sneha Mehta,Female,59,56-65,12,4,Standard,2025-01-05,True
3007,Ananya Gupta,Female,20,18-25,3,3,Standard,2025-05-21,True
3008,Vivek Patel,Male,18,18-25,27,4,VIP,2025-08-04,True
3009,Vikram Sharma,Male,62,56-65,17,4,Standard,2025-01-03,True
3010,Manish Pillai,Male,44,36-45,14,5,Standard,2025-02-21,True
3011,Sneha Iyer,Female,27,26-35,1,4,Standard,2025-02-26,True
3012,Aditya Pillai,Male,60,56-65,6,2,Standard,2025-04-03,True
3013,Akash Kumar,Male,36,36-45,1,5,Standard,2025-03-21,True
3014,Aditya Das,Male,55,46-55,20,3,Standard,2025-01-20,True
3015,Shreya Das,Female,25,18-25,8,3,Standard,2025-03-01,True
3016,Aditya Gupta,Male,19,18-25,27,3,VIP,2025-08-15,True
3017,Rahul Mehta,Male,59,56-65,17,5,Premium,2025-08-12,True
3018,Priya Gupta,Female,62,56-65,30,6,Standard,2025-01-21,True
3019,Divya Patel,Female,19,18-25,5,5,Standard,2025-06-03,True
3020,Siddharth Nair,Male,63,56-65,11,2,Standard,2025-03-06,True
3021,Anil Gupta,Male,34,26-35,10,4,Premium,2025-05-28,True
3022,Akash Sharma,Male,29,26-35,3,6,Standard,2025-11-09,True
3023,Aarav Singh,Male,32,26-35,25,3,Premium,2025-11-25,True
3024,Manish Patel,Male,47,46-55,18,5,Standard,2025-02-19,True
3025,Vivek Gupta,Male,57,56-65,24,6,Premium,2025-05-03,True
3026,Ishita Das,Female,18,18-25,11,3,VIP,2025-09-10,True
3027,Ishita Das,Female,37,36-45,23,1,Standard,2025-10-22,True
3028,Vivek Singh,Male,56,56-65,14,5,Standard,2025-07-03,True
3029,Akash Das,Male,52,46-55,14,1,Premium,2025-07-18,True
3030,Neha Verma,Female,33,26-35,8,4,Standard,2025-01-23,True
3031,Karan Rao,Male,27,26-35,15,4,Standard,2025-12-06,True
3032,Vikram Das,Male,53,46-55,2,2,Standard,2025-09-20,True
3033,Aishwarya Verma,Female,64,56-65,13,5,Standard,2025-07-23,True
3034,Kavya Nair,Female,47,46-55,25,4,Standard,2025-01-05,True
3035,Meera Kumar,Female,33,26-35,24,2,Inactive,2025-03-31,False
3036,Vikram Iyer,Male,18,18-25,25,1,Standard,2025-03-06,True
3037,Priya Joshi,Female,39,36-45,11,2,Inactive,2025-07-23,False
3038,Aditya Iyer,Male,39,36-45,11,4,VIP,2025-01-15,True
3039,Sneha Pillai,Female,49,46-55,19,4,Standard,2025-07-08,True
3040,Ananya Patel,Female,31,26-35,8,6,Premium,2025-12-12,True
3041,Pooja Kumar,Female,32,26-35,28,1,Standard,2025-03-13,True
3042,Aishwarya Sharma,Female,35,26-35,1,2,Standard,2025-12-20,True
3043,Varun Kumar,Male,24,18-25,16,3,Inactive,2025-11-04,False
3044,Vivek Kumar,Male,19,18-25,10,1,Standard,2025-04-01,True
3045,Aditya Gupta,Male,33,26-35,19,2,Standard,2025-04-18,True
3046,Nandini Pillai,Female,18,18-25,13,2,Inactive,2025-07-01,False
3047,Rohan Reddy,Male,32,26-35,19,2,Standard,2025-07-03,True
3048,Rahul Kumar,Male,20,18-25,14,1,Standard,2025-10-23,True
3049,Manish Patel,Male,31,26-35,12,5,Standard,2025-02-13,True
3050,Aarav Sharma,Male,59,56-65,1,2,Standard,2025-08-09,True
3051,Karan Kumar,Male,29,26-35,27,3,Premium,2025-05-24,True
3052,Priya Iyer,Female,65,56-65,12,3,Inactive,2025-06-08,False
3053,Nikhil Verma,Male,55,46-55,20,2,Standard,2025-06-26,True
3054,Rahul Joshi,Male,32,26-35,3,4,Standard,2025-10-01,True
3055,Vikram Rao,Male,42,36-45,10,4,Premium,2025-08-16,True
3056,Harsh Joshi,Male,25,18-25,20,3,Inactive,2025-06-30,False
3057,Manish Das,Male,62,56-65,30,1,Inactive,2025-12-10,False
3058,Shreya Singh,Female,44,36-45,23,4,Standard,2025-12-04,True
3059,Meera Naidu,Female,44,36-45,3,2,Standard,2025-10-11,True
3060,Vivek Joshi,Male,59,56-65,11,4,Standard,2025-02-07,True
3061,Rahul Kumar,Male,33,26-35,3,6,Standard,2025-10-08,True
3062,Ananya Singh,Female,58,56-65,27,4,Standard,2025-05-06,True
3063,Rahul Patel,Male,61,56-65,16,1,Standard,2025-02-06,True
3064,Karan Pillai,Male,58,56-65,17,6,Standard,2025-08-01,True
3065,Anil Verma,Male,23,18-25,3,3,Standard,2025-04-09,True
3066,Aarav Sharma,Male,65,56-65,8,4,Premium,2025-05-06,True
3067,Vivek Patel,Male,62,56-65,23,1,Standard,2025-06-26,True
3068,Neha Das,Female,31,26-35,5,4,Standard,2025-05-13,True
3069,Varun Gupta,Male,53,46-55,7,6,Standard,2025-02-06,True
3070,Lakshmi Patel,Female,51,46-55,5,1,Premium,2025-12-08,True
3071,Vivek Singh,Male,40,36-45,6,6,Standard,2025-08-09,True
3072,Nandini Mehta,Female,32,26-35,28,3,Standard,2025-04-04,True
3073,Pooja Rao,Female,32,26-35,26,2,Premium,2025-12-11,True
3074,Pooja Naidu,Female,42,36-45,20,4,Inactive,2025-05-14,False
3075,Divya Nair,Female,55,46-55,14,2,Premium,2025-10-23,True
3076,Swati Rao,Female,25,18-25,1,3,Standard,2025-01-03,True
3077,Ishita Kumar,Female,54,46-55,14,3,Premium,2025-02-26,True
3078,Vivek Gupta,Male,21,18-25,28,4,Premium,2025-08-02,True
3079,Sneha Das,Female,32,26-35,24,3,Standard,2025-10-27,True
3080,Vikram Gupta,Male,35,26-35,28,2,Standard,2025-06-04,True
3081,Nandini Mehta,Female,60,56-65,12,1,Premium,2025-05-30,True
3082,Shreya Iyer,Female,62,56-65,30,6,Standard,2025-05-27,True
3083,Shreya Joshi,Female,54,46-55,15,2,Premium,2025-05-30,True
3084,Varun Sharma,Male,31,26-35,8,6,Standard,2025-05-30,True
3085,Divya Gupta,Female,27,26-35,25,2,Standard,2025-03-21,True
3086,Anil Das,Male,62,56-65,23,3,Premium,2025-07-22,True
3087,Neha Mehta,Female,64,56-65,15,1,Standard,2025-04-23,True
3088,Vivek Pillai,Male,51,46-55,14,2,Standard,2025-03-12,True
3089,Aarav Pillai,Male,21,18-25,29,6,Standard,2025-05-18,True
3090,Karan Pillai,Male,34,26-35,25,5,VIP,2025-04-19,True
3091,Nandini Verma,Female,61,56-65,19,4,Premium,2025-03-27,True
3092,Shreya Joshi,Female,65,56-65,21,1,Standard,2025-06-21,True
3093,Ishita Naidu,Female,36,36-45,29,4,Standard,2025-01-13,True
3094,Lakshmi Singh,Female,35,26-35,19,6,Standard,2025-04-07,True
3095,Vikram Das,Male,41,36-45,25,1,Inactive,2025-04-21,False
3096,Ananya Pillai,Female,59,56-65,29,1,Premium,2025-05-30,True
3097,Priya Verma,Female,40,36-45,26,5,Premium,2025-11-25,True
3098,Akash Naidu,Male,21,18-25,7,5,Standard,2025-01-19,True
3099,Kavya Gupta,Female,22,18-25,2,3,Standard,2025-06-28,True
3100,Neha Naidu,Female,50,46-55,11,1,Premium,2025-04-08,True
3101,Vikram Iyer,Male,59,56-65,7,4,Standard,2025-09-16,True
3102,Rohan Sharma,Male,57,56-65,21,1,Standard,2025-06-12,True
3103,Kavya Verma,Female,25,18-25,16,4,Standard,2025-11-08,True
3104,Rahul Naidu,Male,47,46-55,26,6,Premium,2025-09-27,True
3105,Varun Joshi,Male,24,18-25,14,1,Standard,2025-07-19,True
3106,Riya Iyer,Female,45,36-45,4,1,Standard,2025-07-17,True
3107,Pooja Das,Female,65,56-65,23,5,Standard,2025-07-31,True
3108,Varun Pillai,Male,20,18-25,24,3,Standard,2025-10-02,True
3109,Aditya Patel,Male,34,26-35,12,6,Standard,2025-08-05,True
3110,Shreya Joshi,Female,27,26-35,18,3,VIP,2025-05-07,True
3111,Vikram Kumar,Male,42,36-45,13,6,Standard,2025-12-25,True
3112,Pooja Iyer,Female,20,18-25,3,6,Premium,2025-08-06,True
3113,Divya Verma,Female,56,56-65,28,2,Premium,2025-04-14,True
3114,Rahul Mehta,Male,50,46-55,11,2,Premium,2025-04-02,True
3115,Riya Singh,Female,45,36-45,19,5,Standard,2025-06-12,True
3116,Manish Rao,Male,65,56-65,23,1,Standard,2025-09-23,True
3117,Kavya Singh,Female,24,18-25,8,1,Standard,2025-04-08,True
3118,Akash Naidu,Male,54,46-55,30,4,Premium,2025-01-05,True
3119,Riya Pillai,Female,32,26-35,18,6,VIP,2025-09-01,True
3120,Shreya Naidu,Female,65,56-65,25,1,Premium,2025-05-30,True
3121,Aditya Kumar,Male,62,56-65,24,4,Premium,2025-04-12,True
3122,Harsh Das,Male,21,18-25,1,4,Inactive,2025-03-16,False
3123,Aarav Pillai,Male,27,26-35,23,3,Standard,2025-05-29,True
3124,Aishwarya Naidu,Female,61,56-65,2,3,Standard,2025-12-21,True
3125,Shreya Reddy,Female,57,56-65,27,6,Inactive,2025-03-03,False
3126,Priya Singh,Female,41,36-45,23,5,Premium,2025-07-26,True
3127,Neha Nair,Female,20,18-25,20,5,Standard,2025-05-01,True
3128,Vikram Mehta,Male,35,26-35,1,1,Standard,2025-03-24,True
3129,Sneha Gupta,Female,42,36-45,22,6,Premium,2025-11-16,True
3130,Nikhil Kumar,Male,26,26-35,27,1,Premium,2025-05-05,True
3131,Varun Sharma,Male,41,36-45,23,3,Standard,2025-01-26,True
3132,Aditya Verma,Male,58,56-65,19,1,Premium,2025-01-20,True
3133,Aarav Reddy,Male,43,36-45,23,2,Standard,2025-01-17,True
3134,Karan Rao,Male,53,46-55,19,6,Standard,2025-08-28,True
3135,Ishita Verma,Female,53,46-55,30,2,Standard,2025-09-14,True
3136,Aditya Verma,Male,23,18-25,20,2,Standard,2025-08-30,True
3137,Vivek Nair,Male,42,36-45,8,6,Standard,2025-11-21,True
3138,Nandini Nair,Female,61,56-65,27,2,Standard,2025-04-17,True
3139,Varun Joshi,Male,26,26-35,27,6,Standard,2025-09-23,True
3140,Vikram Singh,Male,52,46-55,11,3,Standard,2025-03-27,True
3141,Meera Kumar,Female,36,36-45,1,1,Standard,2025-12-12,True
3142,Aarav Iyer,Male,43,36-45,22,1,Standard,2025-07-13,True
3143,Aditya Reddy,Male,55,46-55,1,5,Standard,2025-03-15,True
3144,Lakshmi Reddy,Female,43,36-45,21,2,Premium,2025-12-23,True
3145,Rohan Rao,Male,44,36-45,28,6,Inactive,2025-07-15,False
3146,Harsh Sharma,Male,23,18-25,30,1,Standard,2025-01-27,True
3147,Arjun Iyer,Male,46,46-55,17,1,Premium,2025-06-08,True
3148,Rahul Iyer,Male,59,56-65,8,3,Standard,2025-06-21,True
3149,Siddharth Gupta,Male,21,18-25,20,6,Premium,2025-12-28,True
3150,Manish Verma,Male,44,36-45,14,1,Standard,2025-03-29,True
3151,Akash Mehta,Male,23,18-25,5,2,Standard,2025-02-04,True
3152,Nandini Pillai,Female,54,46-55,10,4,VIP,2025-08-23,True
3153,Vivek Rao,Male,63,56-65,8,1,Inactive,2025-02-15,False
3154,Aditya Gupta,Male,53,46-55,7,6,Standard,2025-11-10,True
3155,Shreya Naidu,Female,30,26-35,20,4,Standard,2025-03-13,True
3156,Akash Das,Male,25,18-25,24,3,Standard,2025-04-30,True
3157,Neha Joshi,Female,40,36-45,21,1,Standard,2025-09-06,True
3158,Shreya Joshi,Female,24,18-25,17,4,Premium,2025-03-06,True
3159,Karan Naidu,Male,33,26-35,14,5,Standard,2025-07-03,True
3160,Arjun Joshi,Male,59,56-65,13,6,Premium,2025-03-30,True
3161,Rahul Singh,Male,45,36-45,14,4,Standard,2025-01-06,True
3162,Varun Gupta,Male,43,36-45,3,4,Inactive,2025-06-16,False
3163,Rahul Iyer,Male,59,56-65,20,6,Standard,2025-11-08,True
3164,Varun Nair,Male,55,46-55,19,2,Standard,2025-02-24,True
3165,Aditya Rao,Male,57,56-65,16,4,Standard,2025-11-05,True
3166,Neha Nair,Female,19,18-25,18,2,Inactive,2025-07-09,False
3167,Aditya Sharma,Male,22,18-25,30,6,Inactive,2025-05-29,False
3168,Harsh Verma,Male,24,18-25,29,4,Standard,2025-04-07,True
3169,Vivek Kumar,Male,55,46-55,28,3,Standard,2025-02-17,True
3170,Priya Gupta,Female,25,18-25,27,3,Standard,2025-11-30,True
3171,Riya Sharma,Female,18,18-25,23,5,Standard,2025-12-27,True
3172,Akash Verma,Male,53,46-55,27,4,Standard,2025-01-26,True
3173,Manish Sharma,Male,27,26-35,19,2,Standard,2025-03-18,True
3174,Meera Sharma,Female,22,18-25,21,5,Standard,2025-09-10,True
3175,Sneha Das,Female,19,18-25,13,6,Standard,2025-04-03,True
3176,Rohan Pillai,Male,30,26-35,14,5,Standard,2025-10-15,True
3177,Karan Kumar,Male,20,18-25,1,4,Standard,2025-03-11,True
3178,Riya Kumar,Female,42,36-45,21,6,Standard,2025-10-21,True
3179,Pooja Patel,Female,48,46-55,26,6,VIP,2025-12-24,True
3180,Shreya Naidu,Female,62,56-65,3,6,Standard,2025-12-06,True
3181,Lakshmi Singh,Female,61,56-65,25,4,Premium,2025-10-05,True
3182,Riya Patel,Female,41,36-45,21,3,Standard,2025-05-11,True
3183,Swati Reddy,Female,35,26-35,13,6,Standard,2025-10-02,True
3184,Pooja Naidu,Female,50,46-55,7,6,Standard,2025-04-12,True
3185,Divya Joshi,Female,32,26-35,22,3,Premium,2025-11-19,True
3186,Vivek Singh,Male,49,46-55,7,4,Inactive,2025-06-03,False
3187,Aishwarya Kumar,Female,19,18-25,28,6,Standard,2025-09-26,True
3188,Ananya Naidu,Female,50,46-55,29,5,Standard,2025-11-30,True
3189,Riya Mehta,Female,57,56-65,18,2,Standard,2025-06-03,True
3190,Vivek Joshi,Male,45,36-45,20,6,Standard,2025-07-02,True
